,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,TotalWorkingHours
556,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,557,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9,3,3,4,3,3,1454
557,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,558,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2,4,2,4,2,3,2482
558,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,559,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3,3,2,2,3,3,1443
559,36,No,Non-Travel,Research & Development,1,3,Medical,1,560,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3,1655
560,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,561,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2,3,4,3,3,3,1506
561,28,No,Travel_Rarely,Sales,2,4,Marketing,1,562,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4,1,2,1,3,3,1706
562,35,No,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2,4,4,3,3,3,1511
563,49,No,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3,4,2,3,2,4,1650
564,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,565,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2,4,3,2,2,3,1846
565,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,566,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1,4,2,2,1,3,1648
566,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0,2,4,3,4,3,1772
567,29,No,Travel_Rarely,Sales,4,2,Other,1,568,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2,2,4,2,1,4,2670
568,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,569,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0,3,3,4,2,3,1474
569,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,570,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2,3,3,3,3,3,2522
570,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,3,3,3,4,3,1636
571,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,572,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,1,1,3,2,3,2102
572,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,573,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0,2,4,3,3,3,1934
573,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,574,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,3,3,2,4,3,1647
574,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,575,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,15,2,6,1,3,3,4,3,3,3,1952
575,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,576,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2,4,3,3,3,3,1728
576,34,No,Travel_Rarely,Sales,1,1,Marketing,1,577,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3,2,3,2,3,3,1630
577,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,578,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4,3,3,1,2,3,1646
578,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,579,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,4,1,1,1,3,1623
579,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13,2,3,2,1,3,1571
580,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,581,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,3,1,2,1,3,1852
581,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,582,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5,2,1,4,2,4,1778
582,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,583,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7,4,3,3,3,4,1604
583,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,584,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2,4,2,3,3,3,1803
584,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,585,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,3,4,2,1,3,2449
585,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,586,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7,1,4,3,3,4,1828
586,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,587,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,3,3,3,3,1853
587,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,588,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0,3,4,1,3,4,2534
588,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,589,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4,3,2,4,3,3,1635
589,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,590,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9,4,1,3,3,3,1821
590,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2,4,4,4,3,3,1917
591,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,592,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3,1,3,2,3,3,1817
592,32,No,Non-Travel,Research & Development,11,2,Other,1,593,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0,3,1,3,2,3,1504
593,56,No,Travel_Rarely,Research & Development,3,2,Other,1,594,Male,2,Healthcare Representative,Divorced,44490,4,Y,15,8,0,28,3,5,4,2,4,1,3,1,3,1420
594,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,595,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8,2,4,3,3,4,1778
595,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,596,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0,3,1,3,3,3,1741
596,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,597,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2,1,3,2,3,3,2147
597,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11,4,4,2,1,3,1646
598,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,599,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2,1,3,2,3,3,1568
599,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,600,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2,3,3,3,1,3,2403
600,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,601,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7,4,3,3,2,3,1457
601,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,602,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3,2,4,2,3,3,2108
602,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,603,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0,3,4,3,2,4,2341
603,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,604,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9,3,1,3,3,3,1414
604,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,605,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0,4,3,3,3,3,1432
605,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,606,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4,2,3,3,1,3,1853
606,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,607,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0,1,1,1,4,3,1724
607,30,No,Travel_Rarely,Sales,20,3,Marketing,1,608,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3,3,1,3,2,3,1754
608,40,No,Travel_Frequently,Sales,9,3,Medical,1,609,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0,2,2,3,4,3,1535
609,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,610,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,4,1,3,3,4,1728
610,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,611,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3,4,1,3,3,3,1626
611,46,No,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3,4,2,3,3,4,1728
612,35,No,Travel_Rarely,Sales,4,4,Marketing,1,613,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7,3,1,3,2,4,2006
613,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,614,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,4,2,1,3,3,1490
614,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,615,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1,2,3,2,2,3,1360
615,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,616,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7,3,3,3,4,3,1508
616,30,No,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9,3,3,2,3,3,1454
617,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,618,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17,4,4,3,1,3,1799
618,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2,3,4,3,2,3,1495
619,46,No,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4,4,4,2,3,4,1430
620,42,No,Non-Travel,Research & Development,5,4,Medical,1,621,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3,4,1,4,2,3,1800
621,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9,2,4,3,3,3,2060
622,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,623,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2,3,2,3,3,3,1707
623,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7,4,3,3,3,3,1964
624,36,No,Travel_Rarely,Sales,3,2,Marketing,1,625,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7,3,1,3,2,3,1913
625,33,No,Travel_Rarely,Sales,26,2,Marketing,1,626,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10,1,4,3,3,3,1417
626,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3,2,2,4,1,3,1677
627,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,628,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1,3,4,3,3,4,1955
628,30,No,Travel_Rarely,Sales,9,3,Marketing,1,629,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7,4,2,3,2,3,2186
629,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,630,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0,1,1,3,3,3,2335
630,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12,3,4,2,2,4,2393
631,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,1,1,2,3,4,2138
632,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,633,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4,4,3,1,2,3,1510
633,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7,1,4,3,3,4,1405
634,19,Yes,Non-Travel,Sales,2,2,Other,1,635,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,1,2,4,3,3,1980
635,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,636,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2,1,4,3,3,4,1697
636,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,637,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9,4,4,3,3,3,1872
637,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,638,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1,3,1,2,3,3,2062
638,31,No,Travel_Rarely,Sales,24,1,Marketing,1,639,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8,3,1,3,4,3,1716
639,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,640,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5,3,4,3,3,3,1769
640,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7,3,4,3,3,3,1569
641,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0,1,3,4,2,3,1535
642,36,No,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7,3,2,2,3,3,1479
643,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0,4,2,2,4,3,1473
644,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3,1,3,3,3,3,1844
645,29,No,Travel_Rarely,Sales,17,4,Medical,1,646,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0,3,4,3,3,3,2155
646,48,No,Travel_Rarely,Sales,1,1,Marketing,1,647,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0,4,4,4,3,3,1489
647,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,648,Female,2,Healthcare Representative,Divorced,48050,0,Y,16,8,1,9,2,7,1,7,4,4,2,3,3,1646
648,34,No,Travel_Rarely,Sales,9,4,Medical,1,649,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0,3,3,2,3,3,1424
649,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,650,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10,2,2,3,3,3,1636
650,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,651,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8,4,3,3,4,3,2581
651,19,No,Travel_Rarely,Sales,2,4,Marketing,1,652,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1,2,4,3,3,4,2513
652,23,No,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,4,3,3,3,3,1699
653,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,3,4,3,3,3,2246
654,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2,3,4,2,3,3,2129
655,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,1,2,3,3,3,2282
656,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,657,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0,4,2,3,4,4,2309
657,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,1,3,1,3,3,1830
658,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,659,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8,4,2,3,1,3,1642
659,34,No,Travel_Rarely,Sales,13,4,Medical,1,660,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2,3,1,3,2,3,2141
660,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,661,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10,4,2,2,3,3,2703
661,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,662,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4,4,4,2,3,4,1543
662,34,No,Travel_Frequently,Sales,14,4,Medical,1,663,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10,3,2,4,3,3,1631
663,28,No,Travel_Frequently,Research & Development,2,3,Other,1,664,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2,4,3,2,3,3,2386
664,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,665,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13,3,1,2,1,3,1835
665,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,666,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8,3,2,4,3,3,1762
666,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2,3,3,3,3,3,2579
667,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,668,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0,2,2,3,3,3,2205
668,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,669,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17,4,4,4,4,3,1481
669,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,670,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12,3,2,3,2,4,2620
670,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,671,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,1,4,3,3,3,1418
671,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,672,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2,4,4,3,3,3,2253
672,51,No,Travel_Frequently,Sales,21,4,Medical,1,673,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7,2,3,2,3,3,1600
673,30,No,Non-Travel,Research & Development,2,4,Other,1,674,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7,3,3,3,3,3,2321
674,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,675,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,2,3,3,3,3,1967
675,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,676,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,4,1,2,3,3,1584
676,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,677,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1,4,2,2,3,4,1852
677,32,No,Travel_Rarely,Research & Development,10,4,Other,1,678,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8,3,4,4,3,3,1545
678,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0,3,2,3,3,3,1452
679,39,No,Travel_Rarely,Sales,29,1,Marketing,1,680,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2,3,2,3,3,3,2047
680,58,No,Travel_Rarely,Research & Development,27,3,Other,1,681,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2,1,3,3,1,3,1376
681,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,682,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,4,3,3,3,3,1545
682,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,683,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,3,1,3,2,4,1869
683,30,No,Travel_Rarely,Sales,9,1,Marketing,1,684,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7,1,4,3,4,3,1476
684,36,No,Travel_Rarely,Sales,1,3,Marketing,1,685,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7,4,3,3,2,3,1613
685,46,No,Travel_Rarely,Sales,4,3,Medical,1,686,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7,4,1,4,2,3,1819
686,28,No,Non-Travel,Research & Development,1,3,Medical,1,687,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5,3,4,3,2,3,1899
687,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,688,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2,4,1,3,2,4,2424
688,40,Yes,Travel_Rarely,Sales,8,1,Other,1,689,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,4,2,3,2,3,2343
689,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,690,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,2,2,2,3,3,2374
690,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8,2,1,3,2,3,2539
691,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,692,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,1,3,3,3,3,1465
692,31,No,Non-Travel,Research & Development,1,2,Medical,1,693,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6,4,3,2,2,3,2323
693,41,No,Non-Travel,Sales,6,3,Life Sciences,1,694,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9,3,2,3,3,3,1815
694,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,695,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,4,2,4,3,3,2134
695,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,696,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,1,1,4,3,3,1370
696,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,697,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10,3,3,2,2,3,2314
697,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,698,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11,4,3,3,3,3,1505
698,56,No,Travel_Rarely,Sales,3,2,Medical,1,699,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7,4,2,3,3,3,1857
699,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,700,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0,3,3,3,3,3,1753
700,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,701,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6,4,4,2,3,4,1763
701,40,No,Travel_Rarely,Sales,4,3,Medical,1,702,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8,3,4,3,2,3,1459
702,41,No,Travel_Frequently,Sales,1,4,Other,1,703,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,3,1,3,2,3,1803
703,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,704,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1,3,3,3,2,3,2224
704,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,705,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,3,2,3,3,3,2267
705,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,706,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,2,1,3,2,3,1562
706,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,707,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,3,1,4,4,3,1661
707,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,708,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,4,4,2,3,3,1433
708,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,709,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,3,1,2,4,3,1949
709,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,710,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4,1392
710,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,711,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,1,1,2,3,3,1429
711,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,712,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,4,4,3,2,4,1845
712,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,713,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,3,4,3,3,3,1701
713,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,714,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,4,2,2,3,3,1696
